Temperature (deg F),Relative Humidity (%),"Total Snow Depth ("")","Intermittent/Shot Snow ("")",,
27.97,99.8,93.3,-67.47,0.931630568,2
28.83,99.8,93.8,-79.23,0.930249248,2
29.32,100,93.7,120,0.95365063,2
29.44,99.9,93.8,48.56,0.94525935,2
29.91,99.8,93.4,47.75,0.945164208,2
32,99.8,93.2,68.58,0.947610881,2
32,99.9,92.8,66.16,0.94732663,2
32.1,99.8,92.9,66.96,0.947420598,2
35.78,95.6,92.5,59.84,0.946584289,2
36.62,89.8,92.7,53.25,0.945810233,2
37.72,84.9,92.3,59.02,0.946487972,2
39.81,78.58,93,76.54,0.948545856,2
37.5,87.1,92.8,147.7,0.956904247,2
37.76,86.7,93.2,205.1,0.963646401,2
35.07,93.9,93.2,249.7,0.968885078,2
33.35,96.5,93.4,247.3,0.968603176,2
32.74,94.5,93.3,264.6,0.970635219,2
33.97,89.8,93.3,328.6,0.978152603,2
34.58,85.9,93.3,358.7,0.981688123,2
35.44,77.47,93.3,367.5,0.982721763,2
35.56,77.75,93.3,390.1,0.985376339,2
35.81,75.42,93.3,431.2,0.990203909,2
35.8,76.78,93.2,429.7,0.99002772,2
36.16,73.57,93.3,431.9,0.99028613,2
36.66,67.29,93.3,434.2,0.990556286,2
37.26,68.99,93.5,447.3,0.992095001,2
37.87,71.99,93.3,463.8,0.994033076,2
39.2,73.6,93.4,473.4,0.995160684,2
40.79,61.53,93.1,487.8,0.996852095,2
43.12,54.77,93.1,503.8,0.998731441,2
42.36,59.05,93.4,511.1,0.999588893,2
45.55,51.55,93.6,-7999,0,0
44.29,55.15,93.3,-7999,0,0
43.57,62.66,92.9,-7999,0,0
41.16,74.9,92.5,-7999,0,0
38.95,82.7,93.1,-7999,0,0
38.5,90.7,92.2,485.3,0.996558448,2
37.16,90.4,93.3,439.4,0.991167074,2
32.15,100,93.1,373,0.983367788,2
29.69,99.9,93.3,400.4,0.986586168,2
28.71,99.8,93.2,398.4,0.98635125,2
29.57,99.9,93.1,380.2,0.984213494,2
30.3,99.9,93.1,323,0.977494832,2
30.3,100,93,295.3,0.974241214,2
30.54,99.9,93.1,282,0.972679008,2
30.53,99.9,93.2,277.7,0.972173933,2
30.77,99.9,93,258.3,0.969895226,2
31.14,99.9,92.5,223.8,0.965842887,2
31.51,99.9,93.4,202.8,0.963376245,2
31.63,99.9,92.6,208.9,0.964092746,2
31.88,99.9,93.4,197.7,0.962777204,2
31.88,99.9,93.2,200.2,0.963070851,2
32.37,99.9,93,203.1,0.963411483,2
32.61,99.9,93.2,216.8,0.965020673,2
33.34,97.1,93.2,300.3,0.97482851,2
34.43,95.8,92.9,341,0.979609096,2
35.41,96.8,92.8,369,0.982897952,2
35.76,94.9,93.1,370.7,0.983097632,2
36.89,99.9,93.5,362,0.982075738,2
37.13,96.4,93.3,390.5,0.985423323,2
37.01,96.8,93.3,311.8,0.97617929,2
36.16,99.9,93.6,287.7,0.973348525,2
35.32,99.9,94.1,218.2,0.965185116,2
34.46,99.9,94.1,216.5,0.964985435,2
35.32,99.8,94.1,213.6,0.964644804,2
34.46,96.9,94.1,240.5,0.967804454,2
33.72,95.8,94.1,263.6,0.97051776,2
34.09,94.3,94.1,374.4,0.983532231,2
34.58,88,94.4,464.3,0.994091806,2
35.55,82.3,94.1,474,0.99523116,2
36.64,76.36,94,494.7,0.997662563,2
38.73,61.82,93.9,508.6,0.999295245,2
39.71,56.36,94.1,511.4,0.999624131,2
40.08,53.43,94.3,-7999,0,0
40.68,44.41,94.3,-7999,0,0
40.67,42.77,94.3,-7999,0,0
41.53,42.63,94,-7999,0,0
43.34,39.75,94,-7999,0,0
45.17,34.91,94.2,-7999,0,0
46.87,34.36,94.1,-7999,0,0
46.99,32.24,94.3,-7999,0,0
46.26,33.88,93.7,-7999,0,0
45.17,33.07,94.1,-7999,0,0
44.92,34.84,94.4,-7999,0,0
44.47,41.41,94.4,-7999,0,0
42.76,41.2,94.9,-7999,0,0
40.6,45.39,95,-7999,0,0
38.14,46.35,95.2,-7999,0,0
34.83,50.51,95,-7999,0,0
35.44,50.38,95.2,-7999,0,0
35.93,50.51,95.2,-7999,0,0
35.81,51.95,95,-382.4,0.894639166,1
36.42,57.34,95.1,-285.8,0.905985717,2
37.04,56.93,95.1,-267.5,0.908135219,2
36.67,55.36,95.3,-243.2,0.910989476,2
37.16,59.18,95.1,45.2,0.944864687,2
37.16,60.34,95.2,72.94,0.948123003,2
37.27,58.76,95.3,75.35,0.94840608,2
37.88,56.64,95.3,120.3,0.953685867,2
38.24,56.09,95.2,193.1,0.962236892,2
40.42,54.37,95.3,221.1,0.965525747,2
42.88,48.77,95.3,296.2,0.974346927,2
42.38,49.45,95.1,492.1,0.99735717,2
44.2,47.6,95.2,367.3,0.982698271,2
44.81,50.32,95,402.9,0.986879816,2
43.07,51.74,94.9,-7999,0,0
43.82,51.47,94.4,492.8,0.997439391,2
44.68,51.34,95,493.8,0.99755685,2
44.23,52.46,95,-7999,0,0
42.02,58.26,95.3,-7999,0,0
38.99,64.77,95.3,-7999,0,0
37.16,69.9,95.4,-7999,0,0
34.46,73.24,95.4,-7999,0,0
34.83,70.92,95.6,-7999,0,0
34.95,69.76,95.5,-7999,0,0
35.81,69.62,95.4,-7999,0,0
37.64,61.43,95.6,-7999,0,0
37.52,63.75,95.6,-7999,0,0
37.16,66.62,95.6,-7999,0,0
37.28,68.05,95.7,-7999,0,0
37.39,67.77,95.7,-7999,0,0
37.52,67.43,95.7,-7999,0,0
38.36,67.08,95.5,-7999,0,0
38.72,65.9,95.8,-7999,0,0
41.9,60.16,95.7,-7999,0,0
43.46,57.96,95.4,-7999,0,0
44.43,53.52,95.3,-7999,0,0
46.38,44.99,95.3,-7999,0,0
48.8,38.3,95.5,-7999,0,0
48.46,36.4,94.7,-7999,0,0
44.69,44.66,95.8,-7999,0,0
44.08,48.69,95.6,-7999,0,0
40.55,55.53,95.8,-7999,0,0
42.02,53.82,96,-7999,0,0
39.86,67.3,96.1,-7999,0,0
37.41,73.79,96.1,-7999,0,0
35.69,79.8,96.1,-7999,0,0
35.56,80.8,96.2,-7999,0,0
35.56,81.2,96.1,-7999,0,0
35.56,79.25,96.4,-7999,0,0
35.69,76.93,96.2,-7999,0,0
35.69,79.66,96.2,-7999,0,0
36.67,82,96.2,-7999,0,0
37.16,82.7,96.2,-7999,0,0
36.55,84.9,96.2,501.7,0.998484777,2
35.81,86.8,96.3,-7999,0,0
36.03,86,96.3,-7999,0,0
37.75,81.6,96.2,-7999,0,0
40.18,75.03,96.1,-7999,0,0
42.24,54.14,96.1,-7999,0,0
46.76,45.47,96.1,-7999,0,0
45.03,44.38,96.1,-7999,0,0
46.5,33.88,95.9,509.9,0.999447942,2
45.14,39.26,95.1,-7999,0,0
48.59,34.49,95.5,347.4,0.980360834,2
46.01,37.9,96.5,242.1,0.967992389,2
44.11,43.25,96.3,105.9,0.951994456,2
41.43,51.04,96.6,102.9,0.951642079,2
37.04,69.42,96.7,252.6,0.969225709,2
34.58,77.88,96.7,260.6,0.970165382,2
32.88,83.8,96.8,255.4,0.969554595,2
32.63,86,96.8,211.2,0.964362902,2
32.49,86.6,96.8,283.2,0.972819959,2
32.98,84.5,96.7,307.2,0.975638978,2
34.09,80.3,96.9,313.9,0.976425954,2
33.6,84.4,96.9,263.4,0.970494268,2
33.35,85.4,96.8,241.5,0.967921913,2
33.84,84.4,96.9,206.5,0.963810844,2
33.97,85.1,96.7,167.5,0.959229938,2
33.6,88.8,96.9,92.6,0.95043225,2
34.09,87.5,96.9,117.5,0.953356982,2
33.96,89.3,96.8,365,0.982428115,2
36.03,87.2,96.7,460.2,0.993610224,2
37.6,82.9,96.9,-7999,0,0
40.16,72.63,96.6,-7999,0,0
41.87,59.87,96.9,-7999,0,0
42.24,65.26,96.5,-7999,0,0
41.75,64.71,96.6,-7999,0,0
41.28,60.37,96.9,-7999,0,0
40.91,61.73,96.9,483.2,0.996311783,2
39.71,67.34,97.2,46.41,0.945006813,2
36.64,76.63,97.5,-353.8,0.897998497,1
36.16,75.13,97.6,35.26,0.943697143,2
34.58,78.84,97.7,35.26,0.943697143,2
33.97,78.29,97.7,35.26,0.943697143,2
33.96,77.95,97.7,35.26,0.943697143,2
34.21,77.13,97.7,35.26,0.943697143,2
34.09,78.36,97.7,35.26,0.943697143,2
33.96,78.42,97.9,35.26,0.943697143,2
34.32,78.41,97.9,35.26,0.943697143,2
34.69,76.78,97.9,35.26,0.943697143,2
34.69,75.96,97.7,35.26,0.943697143,2
34.69,75.55,97.9,35.26,0.943697143,2
35.3,71.25,97.9,35.26,0.943697143,2
35.18,71.32,98,35.26,0.943697143,2
34.43,73.69,97.9,35.26,0.943697143,2
36.86,66.3,97.9,35.26,0.943697143,2
39.3,54.56,97.8,35.26,0.943697143,2
41.13,50.66,98,35.26,0.943697143,2
41.75,53.46,97.7,35.26,0.943697143,2
41.5,54.89,97.6,35.26,0.943697143,2
41.15,50.27,97.8,35.26,0.943697143,2
40.16,47.94,97.8,35.26,0.943697143,2
39.68,52.45,97.3,35.26,0.943697143,2
39.56,54.23,97.7,35.26,0.943697143,2
37.26,57.05,97.9,35.26,0.943697143,2
36.41,55.08,98,35.26,0.943697143,2
34.33,60.55,98.3,35.26,0.943697143,2
32,60.27,98.3,35.26,0.943697143,2
30.65,68.4,98.3,35.26,0.943697143,2
29.68,77.42,98.1,35.26,0.943697143,2
29.54,70.1,98.2,35.26,0.943697143,2
32.12,60.34,98.3,35.26,0.943697143,2
32.74,61.3,98.4,35.26,0.943697143,2
33.23,59.59,98.4,35.26,0.943697143,2
32.37,60.48,98.4,35.26,0.943697143,2
32.74,60.48,98.4,35.26,0.943697143,2
32.98,64.02,98.3,35.26,0.943697143,2
33.71,57.05,98.4,35.26,0.943697143,2
35.17,47.29,98.3,35.26,0.943697143,2
35.41,39.44,98.4,35.26,0.943697143,2
37.6,39.29,98.5,35.26,0.943697143,2
38.09,36.7,98.2,35.26,0.943697143,2
39.19,39.56,98.2,35.26,0.943697143,2
38.68,38.87,98.4,35.26,0.943697143,2
39.29,39.14,98.3,35.26,0.943697143,2
37.97,41.95,98.9,35.26,0.943697143,2
37.48,50.34,98.9,35.26,0.943697143,2
35.19,53.72,98.8,35.26,0.943697143,2
33.11,58.63,99.1,35.26,0.943697143,2
30.8,61.45,99,35.26,0.943697143,2
27.74,69.94,99.1,35.26,0.943697143,2
26.76,73.98,99.2,35.26,0.943697143,2
26.52,74.73,99.1,35.26,0.943697143,2
26.26,74.38,99.3,35.26,0.943697143,2
27.24,68.09,99.3,35.26,0.943697143,2
27,71.64,99.4,35.26,0.943697143,2
27.86,67.34,99.4,35.26,0.943697143,2
27.37,74.58,99.3,35.26,0.943697143,2
27.61,77.24,99.4,35.26,0.943697143,2
27.6,79.42,99.4,35.26,0.943697143,2
28.71,81.2,99.4,35.26,0.943697143,2
28.34,85.6,99.3,35.26,0.943697143,2
29.19,81,99.3,35.26,0.943697143,2
30.65,79.73,99.3,35.26,0.943697143,2
32.12,87.6,99.2,35.26,0.943697143,2
34.69,80.3,99.2,35.26,0.943697143,2
31.98,87.2,99,35.26,0.943697143,2
33.55,85.2,98.5,35.26,0.943697143,2
31.48,88.9,99,35.26,0.943697143,2
32.34,93.8,99,35.26,0.943697143,2
32.47,91.9,99.8,35.26,0.943697143,2
30.65,92.2,99.2,35.26,0.943697143,2
28.44,94.5,99.6,35.26,0.943697143,2
28.46,96.2,99.7,35.26,0.943697143,2
27.23,96.6,99.4,35.26,0.943697143,2
26.49,96.8,98.5,35.26,0.943697143,2
26.99,97.4,98.5,35.26,0.943697143,2
27.72,100,100.4,35.26,0.943697143,2
28.2,99.9,99.3,35.26,0.943697143,2
28.44,99.9,98.9,35.26,0.943697143,2
29.05,99.9,99.5,35.26,0.943697143,2
29.42,99.9,99.3,35.26,0.943697143,2
29.91,100,98.6,35.26,0.943697143,2
29.91,99.9,98.4,35.26,0.943697143,2
31.63,99.9,98.1,35.26,0.943697143,2
31.88,99.9,98.1,35.26,0.943697143,2
32,99.9,98.1,35.26,0.943697143,2
32.35,96.3,97.9,35.26,0.943697143,2
33.45,90.8,98.2,35.26,0.943697143,2
35.16,80.8,98,35.26,0.943697143,2
35.15,81.5,98.1,35.26,0.943697143,2
36.39,74.44,98,35.26,0.943697143,2
35.05,83.6,98.2,35.26,0.943697143,2
34.55,88,98.2,35.26,0.943697143,2
34.31,91.2,98.2,35.26,0.943697143,2
33.46,93.7,98.4,35.26,0.943697143,2
33.23,94.4,98.3,35.26,0.943697143,2
31.26,98.6,98.5,35.26,0.943697143,2
30.77,99.9,98.6,35.26,0.943697143,2
30.28,99.9,98.6,35.26,0.943697143,2
31.14,99.9,98.5,35.26,0.943697143,2
31.26,99.9,98.5,35.26,0.943697143,2
31.26,99.9,98.6,35.26,0.943697143,2
31.51,99.9,98.7,35.26,0.943697143,2
31.02,99.9,98.7,35.26,0.943697143,2
30.77,100,98.7,35.26,0.943697143,2
31.26,99.9,98.7,35.26,0.943697143,2
31.51,100,98.7,35.26,0.943697143,2
31.63,99.9,98.8,35.26,0.943697143,2
31.63,100,98.9,35.26,0.943697143,2
32,99.9,98.8,35.26,0.943697143,2
32.36,99.2,98.8,35.26,0.943697143,2
32.96,96.3,98.8,35.26,0.943697143,2
33.94,94.7,99,35.26,0.943697143,2
34.19,94.5,99,35.26,0.943697143,2
33.7,96,99.1,35.26,0.943697143,2
33.33,96.8,99.2,35.26,0.943697143,2
33.82,94.9,99,35.26,0.943697143,2
34.19,93.3,98.4,35.26,0.943697143,2
33.71,94.2,99.1,35.26,0.943697143,2
32.49,95.5,97.7,35.26,0.943697143,2
32,97.1,98.1,35.26,0.943697143,2
30.89,99.9,97.9,35.26,0.943697143,2
30.65,99.9,98.5,35.26,0.943697143,2
30.89,96.9,98.3,35.26,0.943697143,2
31.14,96.9,97.9,35.26,0.943697143,2
31.14,96.6,97.1,35.26,0.943697143,2
31.39,95.7,97.5,35.26,0.943697143,2
31.88,92.6,97.6,35.26,0.943697143,2
32.25,91.7,97.7,35.26,0.943697143,2
32.37,91.5,97.7,35.26,0.943697143,2
32.61,90.9,97.7,35.26,0.943697143,2
32.74,91.3,97.6,35.26,0.943697143,2
32.98,91.3,97.7,35.26,0.943697143,2
33.34,89.4,97.6,35.26,0.943697143,2
34.68,83.5,97.6,35.26,0.943697143,2
36.98,73.47,97.5,35.26,0.943697143,2
38.46,66.85,97.7,35.26,0.943697143,2
40.52,59.8,97.6,35.26,0.943697143,2
40.25,61.01,97.6,35.26,0.943697143,2
39.9,64.23,97.6,35.26,0.943697143,2
38.34,66.37,97.7,35.26,0.943697143,2
36.5,75.17,97.9,35.26,0.943697143,2
34.81,86.6,98.2,35.26,0.943697143,2
32.86,91.2,98.1,35.26,0.943697143,2
31.51,94.7,98.3,35.26,0.943697143,2
29.92,98.4,98.3,35.26,0.943697143,2
29.3,96.6,98.3,35.26,0.943697143,2
30.4,95.8,98,35.26,0.943697143,2
31.14,99.9,98.3,35.26,0.943697143,2
31.75,99.6,98.3,35.26,0.943697143,2
32.25,100,98.5,35.26,0.943697143,2
32.85,100,98.4,35.26,0.943697143,2
33.34,99.5,98.4,35.26,0.943697143,2
33.46,96.9,98.4,35.26,0.943697143,2
34.07,96.2,98.7,35.26,0.943697143,2
34.19,95.9,99,35.26,0.943697143,2
35.41,94.2,99.1,35.26,0.943697143,2
35.66,87.5,99,35.26,0.943697143,2
37.6,77.83,99.3,35.26,0.943697143,2
40.15,66.56,99,35.26,0.943697143,2
42.85,50.26,98.9,35.26,0.943697143,2
42.94,54.19,99.4,35.26,0.943697143,2
44.14,54.51,98.9,35.26,0.943697143,2
46.62,52.76,98,35.26,0.943697143,2
42.48,74.94,99.2,35.26,0.943697143,2
39.17,89.6,99.6,35.26,0.943697143,2
37.01,100,99.4,35.26,0.943697143,2
33.94,100,100.2,35.26,0.943697143,2
33.58,100,100.3,35.26,0.943697143,2
32.98,100,100.5,35.26,0.943697143,2
32.61,100,100.5,35.26,0.943697143,2
32.74,99.9,100.5,35.26,0.943697143,2
32.86,100,100.6,35.26,0.943697143,2
33.22,100,100.6,35.26,0.943697143,2
33.58,100,100.4,35.26,0.943697143,2
33.95,99.9,100.6,35.26,0.943697143,2
33.95,100,100.6,35.26,0.943697143,2
34.44,100,100.8,35.26,0.943697143,2
34.31,96.9,100.8,35.26,0.943697143,2
35.05,96.6,101,35.26,0.943697143,2
35.66,94.6,101.1,35.26,0.943697143,2
36.86,86.6,101.2,35.26,0.943697143,2
40.42,70.87,100.8,35.26,0.943697143,2
44.2,57.96,101.2,35.26,0.943697143,2
46.5,47.51,101.2,35.26,0.943697143,2
46.99,50.24,100.8,35.26,0.943697143,2
49.2,43.69,100.7,35.26,0.943697143,2
46.01,45.81,100.7,35.26,0.943697143,2
47.36,41.79,100.8,35.26,0.943697143,2
47.36,36.2,101.1,35.26,0.943697143,2
47.15,35.59,101.1,35.26,0.943697143,2
47.76,29.32,101.6,35.26,0.943697143,2
45.09,30.15,101.6,35.26,0.943697143,2
43.37,34.72,101.8,35.26,0.943697143,2
41.28,36.43,101.8,35.26,0.943697143,2
41.04,36.7,102,35.26,0.943697143,2
40.18,37.59,102,35.26,0.943697143,2
40.18,40.25,102,35.26,0.943697143,2
40.92,37.59,102,35.26,0.943697143,2
41.79,36.36,101.8,35.26,0.943697143,2
40.68,42.91,101.8,35.26,0.943697143,2
40.31,47.07,102,35.26,0.943697143,2
40.06,45.91,102,35.26,0.943697143,2
40.42,41,102,35.26,0.943697143,2
40.18,45.84,102,35.26,0.943697143,2
42.39,41.81,102.1,35.26,0.943697143,2
42.97,41.6,102.1,35.26,0.943697143,2
46.4,34.84,102.2,35.26,0.943697143,2
46.75,35.99,102.3,35.26,0.943697143,2
48.19,32.78,102.5,35.26,0.943697143,2
51.23,28.95,102.1,35.26,0.943697143,2
49.89,30.73,101.4,35.26,0.943697143,2
49.57,30.61,102.6,35.26,0.943697143,2
49.79,28.55,102.9,35.26,0.943697143,2
49.36,31.23,102.5,35.26,0.943697143,2
48.01,28.78,102.8,35.26,0.943697143,2
45.21,35.54,102.8,35.26,0.943697143,2
42.51,36.84,103,35.26,0.943697143,2
40.67,39.84,103,35.26,0.943697143,2
41.04,38.2,102.8,35.26,0.943697143,2
41.65,36.09,103,35.26,0.943697143,2
41.04,36.09,103,35.26,0.943697143,2
40.67,36.02,103,35.26,0.943697143,2
41.16,35.61,103,35.26,0.943697143,2
41.41,34.17,103,35.26,0.943697143,2
40.79,38.34,102.9,35.26,0.943697143,2
40.67,34.45,103.2,35.26,0.943697143,2
41.41,35.74,103,35.26,0.943697143,2
41.04,39.36,103,35.26,0.943697143,2
42.26,36.43,103.3,35.26,0.943697143,2
42.87,37.04,103.2,35.26,0.943697143,2
44.45,33.89,103.2,35.33,0.943705366,2
44.93,33.95,103.4,35.4,0.943713588,2
46.5,33.06,103,35.33,0.943705366,2
48.17,30.32,103.2,35.33,0.943705366,2
48.93,29.17,102.1,35.4,0.943713588,2
47,32.52,103.4,35.4,0.943713588,2
45.4,34.76,103.9,35.4,0.943713588,2
45.33,32.47,103.7,35.4,0.943713588,2
43,37.65,104.1,35.4,0.943713588,2
41.91,39.02,104.1,35.4,0.943713588,2
39.59,40.6,104.2,35.4,0.943713588,2
38.73,41.9,104.2,35.4,0.943713588,2
38.73,42.1,104.5,35.4,0.943713588,2
37.75,42.65,104.5,35.4,0.943713588,2
38.61,43.67,104.5,35.4,0.943713588,2
38.85,44.22,104.3,35.4,0.943713588,2
38.61,42.03,104.6,35.4,0.943713588,2
37.87,46.67,104.6,35.33,0.943705366,2
37.75,44.22,104.6,35.4,0.943713588,2
38.24,44.15,104.7,35.4,0.943713588,2
37.5,47.22,104.7,35.4,0.943713588,2
38.36,46.06,104.6,35.4,0.943713588,2
39.32,44.82,104.6,35.33,0.943705366,2
39.69,45.09,104.8,35.33,0.943705366,2
42.37,40.1,104.7,35.4,0.943713588,2
43.46,38.73,104.7,35.26,0.943697143,2
45.77,34.01,104.7,35.26,0.943697143,2
47.19,32.23,104.2,35.26,0.943697143,2
46.5,34.35,103.9,35.26,0.943697143,2
45.8,37.16,104.4,35.33,0.943705366,2
44.17,37.77,104.7,35.33,0.943705366,2
43.62,41.47,104.5,35.4,0.943713588,2
42.14,42.16,104.9,35.33,0.943705366,2
40.08,46.74,105.2,35.33,0.943705366,2
38.5,46.54,104.7,35.4,0.943713588,2
36.41,49.07,105.1,35.4,0.943713588,2
36.9,47.98,105.1,35.4,0.943713588,2
38.25,44.56,105.1,35.33,0.943705366,2
37.51,50.77,104.9,35.4,0.943713588,2
36.52,57.93,105.2,35.4,0.943713588,2
38.73,52.2,105.2,35.33,0.943705366,2
38.49,52.75,105.3,35.4,0.943713588,2
37.38,55.89,105.4,35.4,0.943713588,2
38.49,50.97,104.9,35.33,0.943705366,2
39.1,51.45,105.3,35.33,0.943705366,2
40.19,49.46,105.2,35.33,0.943705366,2
40.18,51.57,104.9,35.33,0.943705366,2
39.44,52.73,105.5,35.4,0.943713588,2
43.34,45.35,105.5,35.4,0.943713588,2
44.8,41.66,105.5,35.4,0.943713588,2
45.89,40.28,105.2,35.4,0.943713588,2
47.8,39.79,105.6,35.33,0.943705366,2
47.84,39.74,105,35.26,0.943697143,2
45.55,43.71,105.5,35.33,0.943705366,2
43.82,47.39,106.3,35.33,0.943705366,2
41.9,51.5,106.3,35.33,0.943705366,2
40.7,54.32,106.4,35.26,0.943697143,2
37.76,59.44,106.5,35.33,0.943705366,2
34.82,66.55,106.7,35.33,0.943705366,2
35.18,64.63,106.5,35.26,0.943697143,2
37.75,55.68,106.6,35.26,0.943697143,2
37.26,57.45,106.8,35.26,0.943697143,2
37.99,56.77,106.8,35.26,0.943697143,2
38.61,55.82,106.8,35.26,0.943697143,2
38.49,57.32,106.8,35.26,0.943697143,2
38.85,56.84,106.8,35.26,0.943697143,2
38.98,55.41,106.8,35.26,0.943697143,2
38.36,59.3,106.9,35.26,0.943697143,2
37.87,59.98,106.9,35.26,0.943697143,2
37.5,62.3,106.9,35.33,0.943705366,2
38.34,59.01,107.1,35.26,0.943697143,2
39.44,55.46,106.9,35.26,0.943697143,2
43.22,48.21,107,35.33,0.943705366,2
44.81,44.26,106.7,35.33,0.943705366,2
42.23,49.37,106.8,35.26,0.943697143,2
42.09,49.08,106.5,35.26,0.943697143,2
41.62,50.8,106.3,35.26,0.943697143,2
39.57,53.55,106.9,35.33,0.943705366,2
36.25,60.3,107.1,35.33,0.943705366,2
35.05,64.08,107,35.33,0.943705366,2
33.11,69.08,107.3,35.26,0.943697143,2
32.37,71.26,107.3,35.33,0.943705366,2
30.55,73.67,107.4,35.4,0.943713588,2
30.06,75.73,107.5,35.4,0.943713588,2
29.94,76.68,107.2,35.66,0.943744127,2
29.94,77.91,107.5,35.66,0.943744127,2
30.18,76.75,107.4,35.66,0.943744127,2
29.81,79.75,107.6,35.53,0.943728857,2
29.81,78.93,107.5,35.53,0.943728857,2
29.81,78.8,107.5,35.53,0.943728857,2
29.32,80.5,107.4,35.53,0.943728857,2
29.91,78.63,107.8,35.53,0.943728857,2
30.77,81.2,107.4,35.87,0.943768793,2
31.26,82.3,107.5,35.66,0.943744127,2
32.48,79.1,107.6,1.08,0.939682391,2
34.68,74.1,107.7,0.951,0.939667238,2
38.95,68.35,107.6,0.963,0.939668648,2
40.67,72.92,107.5,0.896,0.939660778,2
39.9,67.71,107.6,0.84,0.9396542,2
41.47,76.01,107.7,0.852,0.93965561,2
41.25,73.17,107.2,0.975,0.939670057,2
39.81,68.35,107.3,0.828,0.939652791,2
39.07,67.87,107.7,0.828,0.939652791,2
36.53,71.39,107.6,0.811,0.939650794,2
35.68,73.04,107.9,0.671,0.93963435,2
32.25,76.93,108.1,0.804,0.939649972,2
30.8,80.2,108.2,0.793,0.93964868,2
29.57,82.9,108.4,0.86,0.93965655,2
29.92,80.3,108.5,0.936,0.939665476,2
30.29,74.41,108.5,0.801,0.939649619,2
29.92,78.65,108.5,0.799,0.939649385,2
29.69,80.1,108.5,0.659,0.93963294,2
29.44,84.4,108.2,0.794,0.939648797,2
29.2,86.3,108.3,0.792,0.939648562,2
28.95,90.3,108.6,0.792,0.939648562,2
28.46,93.2,108.7,0.792,0.939648562,2
28.21,93.1,108.7,35.46,0.943720635,2
29.67,89.2,108.9,35.4,0.943713588,2
30.53,88.1,108.7,35.66,0.943744127,2
31.49,86.2,108.8,35.4,0.943713588,2
33.33,84.7,108.6,35.4,0.943713588,2
34.16,78.24,108.7,35.4,0.943713588,2
36.62,72.24,108.7,35.4,0.943713588,2
36.25,68.35,108.8,35.26,0.943697143,2
34.77,69.58,109.1,35.26,0.943697143,2
35.17,62.85,109,35.26,0.943697143,2
32.72,56.85,109.3,35.26,0.943697143,2
31.76,54.54,109.5,35.26,0.943697143,2
29.59,55.33,109.7,35.26,0.943697143,2
26.15,76.98,109.8,12.74,0.941051964,2
23.96,80.9,109.9,12.74,0.941051964,2
23.46,78.72,110,12.87,0.941067234,2
23.1,86.6,110,13.01,0.941083678,2
23.22,89,110,13.01,0.941083678,2
22.36,90.1,110.2,13,0.941082503,2
22.36,85.2,110.1,13,0.941082503,2
22.61,84.5,110.1,13,0.941082503,2
21.99,89.5,110,13.14,0.941098948,2
22.24,89.2,110.2,13.14,0.941098948,2
22.11,93,110.2,13.14,0.941098948,2
22.6,92,110.2,13.14,0.941098948,2
22.47,93.7,110.4,13.28,0.941115392,2
23.44,90.5,110.4,13.28,0.941115392,2
25.63,87.1,110.3,13.43,0.941133011,2
28.31,80.3,110,35.26,0.943697143,2
27.82,85.1,110.2,13.57,0.941149455,2
28.18,85.9,110.2,13.57,0.941149455,2
29.27,81.4,110.2,13.57,0.941149455,2
28.42,79.92,110.2,13.57,0.941149455,2
27.45,82.1,110.5,13.57,0.941149455,2
27.95,79.8,110.4,13.57,0.941149455,2
26.52,85.1,110.3,13.55,0.941147106,2
23.83,90.7,110.8,13.41,0.941130662,2
22.48,92,110.9,13.27,0.941114217,2
21.62,94.4,110.9,13.54,0.941145931,2
21.25,93,111.5,13.81,0.941177645,2
21.87,92,111.6,13.81,0.941177645,2
22.36,93.6,111.7,13.95,0.941194089,2
22.23,94.1,111.5,13.81,0.941177645,2
21.86,92.4,110.9,13.95,0.941194089,2
22.35,94.8,110,13.41,0.941130662,2
22.58,93.2,110.6,35.4,0.943713588,2
22.58,93.9,111.6,35.66,0.943744127,2
22.7,92.7,111.4,35.93,0.943775841,2
22.83,93.2,111.8,35.8,0.943760571,2
22.83,93,110.3,36.2,0.943807555,2
22.58,93.1,111.3,36.07,0.943792285,2
22.58,92.6,110.9,36.07,0.943792285,2
22.7,93.5,110,36.13,0.943799333,2
23.05,92.5,111.5,35.93,0.943775841,2
23.79,91.7,109.9,35.93,0.943775841,2
25,89.8,111,36,0.943784063,2
26.1,90.3,110.5,36.2,0.943807555,2
26.1,91.3,110,36.13,0.943799333,2
26.62,89.9,109.6,36.81,0.943879205,2
24.77,91.4,109.4,36.2,0.943807555,2
24.66,93.8,110,35.66,0.943744127,2
24.18,94.4,109.1,35.93,0.943775841,2
24.79,94.7,108.4,35.8,0.943760571,2
25.4,95.1,102.8,35.73,0.943752349,2
26.26,95.5,108.4,36.2,0.943807555,2
26.75,96,108,35.93,0.943775841,2
26.75,96.3,107.7,35.66,0.943744127,2
26.75,96,107.5,35.53,0.943728857,2
26.87,95.9,107.1,9.52,0.940673746,2
26.75,95.6,107.1,9.12,0.940626762,2
26.75,95.1,106.8,8.72,0.940579778,2
27,94.4,106.5,8.04,0.940499906,2
26.75,94.4,104.6,7.912,0.940484871,2
26.99,93.4,105.2,7.243,0.940406291,2
